p	err
0.	0.011899640014021674
0.01	0.012019280629131726
0.02	0.012142346802161553
0.03	0.012268987789127423
0.04	0.012399361645050367
0.05	0.012533635881841849
0.06	0.012671988186348371
0.07	0.012814607204810728
0.08	0.01296169340102834
0.09	0.013113459996473873
0.1	0.013270134001566705
0.11	0.01343195734866425
0.12	0.013599188138601288
0.13	0.013772102014330802
0.14	0.013950993677021154
0.15	0.014136178562153625
0.16	0.014327994695676454
0.17	0.014526804753196143
0.18	0.014732998348584055
0.19	0.01494699458239647
0.2	0.015169244885179251
0.21	0.015400236196245093
0.22	0.015640494525022947
0.23	0.015890588949818714
0.24	0.01615113611794488
0.25	0.01642280532214155
0.26	0.016706324241268833
0.27	0.017002485448930058
0.28	0.017312153812611183
0.29	0.01763627492881272
0.3	0.017975884767417696
0.31	0.01833212073253344
0.32	0.01870623438856821
0.33	0.019099606151587425
0.34	0.019513762309369954
0.35000000000000003	0.01995039481249197
0.36	0.020411384377460397
0.37	0.020898827567097624
0.38	0.021415068670584625
0.39	0.021962737405840593
0.4	0.022544793723731065
0.41000000000000003	0.023164581325419816
0.42	0.02382589193593537
0.43	0.02453304294351128
0.44	0.025290971763803634
0.45	0.02610535128882851
0.46	0.02698273212953562
0.47000000000000003	0.02793071919870986
0.48	0.028958192711830175
0.49	0.03007558721148073
0.5	0.031295247201587245
0.51	0.03263188510829382
0.52	0.0341031776471249
0.53	0.03573055198618192
0.54	0.037540236123115495
0.55	0.039564683219441656
0.56	0.041844535016848046
0.5700000000000001	0.044431378398679715
0.58	0.0473916958807251
0.59	0.05081266027457081
0.6	0.05481086264269743
0.61	0.0595458654879457
0.62	0.0652420092725585
0.63	0.07222499819418073
0.64	0.08098643932634238
0.65	0.09230488856486134
0.66	0.10749098499191448
0.67	0.12893566374087734
0.68	0.1615120860528941
0.6900000000000001	0.21692601271177755
0.7000000000000001	0.33215350112234215
0.71	0.7175862683119076
0.711	0.812442800480114
0.712	0.9363568290345207
0.713	1.1050950921255207
0.714	1.3483498186875686
0.715	1.7294694493418412
0.716	2.412002203407798
0.717	3.9873850456297686
0.718	11.52013669619298
0.719	12.925540923835324
0.72	4.136991302443171
0.721	2.4614665494500834
0.722	1.7513520297353562
0.723	1.3588829258881254
0.724	1.1098833476097136
0.725	0.9378410158471682
0.726	0.8118540165670076
0.727	0.7156120996083503
0.728	0.6396934333064795
0.729	0.5782753565035139
0.73	0.527565581335242
0.74	0.2802622299514493
0.75	0.19012100034883908
0.76	0.14345158777556027
0.77	0.11491639229124667
0.78	0.09566529763116684
0.79	0.08180130254590809
0.8	0.07134072255954974
0.81	0.06316733151323042
0.8200000000000001	0.056604920553541466
0.8300000000000001	0.051219929824507564
0.84	0.046721569167759304
0.85	0.04290752113949252
0.86	0.03963267218402622
0.87	0.036790229862560135
0.88	0.03429985660796959
0.89	0.032099955634948434
0.9	0.03014250736844461
0.91	0.02838952394535663
0.92	0.02681055959911191
0.93	0.025380927414580454
0.9400000000000001	0.024080399192073065
0.9500000000000001	0.022892242321688162
0.96	0.021802495972140377
0.97	0.020799419978066246
0.98	0.01987307019159675
0.99	0.019014967688891757
1.	0.018217838490514605
