p	err
0.	0.0025564278384354357
0.01	0.0025441292130220852
0.02	0.0025314765848734946
0.03	0.0025184544477981643
0.04	0.002505046376259145
0.05	0.0024912349566237626
0.06	0.0024770017117580973
0.07	0.002462327018580789
0.08	0.0024471900178341856
0.09	0.0024315685152119376
0.1	0.0024154388728197104
0.11	0.0023987758898998267
0.12	0.0023815526715158086
0.13	0.002363740483782712
0.14	0.002345308594002544
0.15	0.002326224093821304
0.16	0.0023064517032959616
0.17	0.0022859535533983765
0.18	0.0022646889441484182
0.19	0.002242614075136222
0.2	0.0022196817446766344
0.21	0.0021958410132738877
0.22	0.002171036826336125
0.23	0.002145209590302796
0.24	0.0021182946953162856
0.25	0.002090221976424072
0.26	0.0020609151039023524
0.27	0.002030290891587672
0.28	0.0019982585100869724
0.29	0.0019647185893125352
0.3	0.0019295621917690344
0.31	0.0018926696344760219
0.32	0.0018539091329147896
0.33	0.001813135235053927
0.34	0.0017701870067826128
0.35000000000000003	0.0017248859219057633
0.36	0.0016770333996651509
0.37	0.0016264079201558982
0.38	0.0015727616324136026
0.39	0.001515816350715356
0.4	0.0014552588110468313
0.41000000000000003	0.0013907350315129955
0.42	0.0013218435879561996
0.43	0.001248127582221551
0.44	0.0011690650546469195
0.45	0.0010840576009015412
0.46	0.000992417070396564
0.47000000000000003	0.0008933506647562283
0.48	0.0007859461979271411
0.49	0.0006691641331776428
0.5	0.0005418614722571926
0.51	0.00040296062845704834
0.52	0.00025250355068838476
0.53	0.00010462319091904212
0.54	0.00014852997125255513
0.55	0.0003496645558604239
0.56	0.0005890219069889691
0.5700000000000001	0.0008640766457812443
0.58	0.0011809822144021064
0.59	0.001549226638350524
0.6	0.001981983497442204
0.61	0.0024976031392995625
0.62	0.0031222535666438848
0.63	0.003894495595663528
0.64	0.004873557209609132
0.65	0.006155291354587327
0.66	0.007905640126636766
0.67	0.010439009376651126
0.68	0.01443211874841838
0.6900000000000001	0.021657084731689733
0.7000000000000001	0.0387043334250864
0.71	10
0.72	10
0.73	0.04395926083113263
0.74	0.027929501763428757
0.75	0.020984750073044855
0.76	0.017106908942018006
0.77	0.014631844471320045
0.78	0.012914980771691273
0.79	0.011654198778943609
0.8	0.010689072353439672
0.81	0.009926518794384703
0.8200000000000001	0.009308818381209756
0.8300000000000001	0.008798277626019287
0.84	0.00836923721735421
0.85	0.008003624416517332
0.86	0.007688342188503634
0.87	0.007413667115151616
0.88	0.007172228869036566
0.89	0.006958339006605094
0.9	0.006767537111344158
0.91	0.006596276379139963
0.92	0.006441701098274427
0.93	0.00630148614494771
0.9400000000000001	0.006173719225282885
0.9500000000000001	0.006056813146409561
0.96	0.005949439546991425
0.97	0.0058504782029727845
0.98	0.005758977798858199
0.99	0.005674125249031295
1.	0.005595221471232649
